Trait	Marker	Locus	Locus_pos	marker_F	marker_p	markerR2	markerDF	markerMS	errorDF	errorMS	modelDF	modelMS
EarDia	PZA03244.4	5	10752928	0.7092979359262322	0.40059996613166005	0.0031677051706899976	1.0	10.709405327980221	218.0	15.098599312847869	3.0	29.771363389325415
EarDia	PZB00079.2	5	11737498	0.18007818213512242	0.6717061946578105	7.695607433515423E-4	1.0	2.646554122210091	228.0	14.696695017857511	3.0	29.39955338103194
EarDia	PZB00079.4	5	11737636	0.0021645746609078066	0.997837786757119	1.845703340479232E-5	2.0	0.03174477871129966	229.0	14.665596564817093	4.0	20.358871937657568
EarDia	PZB00079.3	5	11737747	0.0494626084752599	0.8242131396733245	2.267917879974385E-4	1.0	0.7452680174478701	214.0	15.067301147707093	3.0	20.576908462219915
EarDia	PZA03678.1	5	11904119	0.02315992474556981	0.8791765113631141	9.915138630769445E-5	1.0	0.3404304022337783	228.0	14.699115216205449	3.0	27.347466895193822
EarDia	PZA03092.7	5	11992708	1.0351201138762434	0.35684672789218286	0.008783380410999941	2.0	14.747831231057717	228.0	14.247458853669743	4.0	27.425330243206076
EarDia	PZB01642.1	5	12337501	0.030184003395060596	0.8622261957392856	1.2813836602989622E-4	1.0	0.4411125045294284	230.0	14.61411525687853	3.0	27.074558423124017
EarDia	PZB01642.2	5	12338040	0.23756049687415232	0.626441927368043	0.0010155521792998327	1.0	3.4729358174195113	228.0	14.61916380508035	3.0	28.86062850782643
EarDia	PZA00004.2	5	13542371	0.8925265014032442	0.411064699941057	0.007707628001712899	2.0	12.911081047254811	225.0	14.46576771329009	4.0	23.852731617614836
EarDia	PZA00112.3	5	13664532	1.0923648144460774	0.3371788946163683	0.00931225772204393	2.0	15.815327467900943	227.0	14.478063792196263	4.0	27.537071034948212
EarDia	PZA00112.4	5	13664643	0.17941951893742955	0.8358773781797086	0.0015987317457046672	2.0	2.6051819957322095	220.0	14.520058972183156	4.0	16.1619611152438
EarDia	PZA00112.5	5	13664679	4.531697349082059	0.03434994871940208	0.019178579532483794	1.0	64.65344399800642	227.0	14.266937753710017	3.0	44.177667140649795
EarDia	PZA00985.1	5	13981667	0.22597926395207524	0.797938051033741	0.0021750247546221337	2.0	3.2968413285391307	200.0	14.589132077349854	4.0	28.429328587535792
EarDia	PZA01327.1	5	15056528	3.4528395722886227	0.03350847454185548	0.03196424824161173	2.0	46.7148205438732	205.0	13.529392132432474	4.0	37.354132908223505
EarDia	PZA01523.1	5	16208240	0.5443227636054491	0.580990024703667	0.00465750018032927	2.0	7.8647829836568235	227.0	14.448748995104658	4.0	24.347255037510536
EarDia	PZA03371.2	5	17231557	0.17619412269275755	0.6750580965210249	7.497035509582476E-4	1.0	2.5596398986817803	229.0	14.52738524737973	3.0	29.143830918820488
EarDia	PZA00247.5	5	18038315	1.2226739085101566	0.2965694418560791	0.011457117356084167	2.0	18.127440595058488	206.0	14.826063162783118	4.0	27.55728950863613
EarDia	PZA00517.6	5	18240488	13.611856234979616	2.808531490338684E-4	0.054852069019129854	1.0	187.51921526174647	229.0	13.77616777790096	3.0	87.9642676425292
EarDia	PZA00517.4	5	18240536	5.00046987939744	0.007520344493739544	0.04261162883092077	2.0	69.86461675358919	220.0	13.971610356346737	4.0	51.344887057865776
EarDia	PZB00223.1	5	19973068	3.1954644504492262	0.0752847960399407	0.01457495002421487	1.0	46.933396850006375	210.0	14.68750398503365	3.0	45.25511622409628
EarDia	PZB00223.2	5	19973210	1.185276351733206	0.2775147197624371	0.005394768206871023	1.0	17.692919708327736	213.0	14.92725277312395	3.0	33.37975235411128
EarDia	PZA03226.2	5	20089671	2.287421879791625	0.1038431980454228	0.019117764271709317	2.0	32.90986594041033	229.0	14.38731798062904	4.0	37.04033920216443
EarDia	PZA03226.3	5	20089946	0.77476314178847	0.4620117351381281	0.006535966577412146	2.0	11.251206863643802	230.0	14.522124578192269	4.0	25.6926775035289
EarDia	PZA03340.1	5	20200927	1.6958289441234455	0.1859734614692202	0.015606657770529424	2.0	23.79334044665461	208.0	14.030507339260632	4.0	32.69535723223646
EarDia	PZA03340.3	5	20200987	0.0063905508233439885	0.9363549857841718	2.755611886523559E-5	1.0	0.09222550986442002	226.0	14.431543135144194	3.0	28.432112164661703
EarDia	PZA03340.2	5	20201009	0.8282519227344026	0.43811074740703737	0.006983975753712029	2.0	12.022423157310413	230.0	14.515418349551688	4.0	26.078285650362204
EarDia	PZA02792.26	5	21770965	2.8207494493642824	0.0945191253257066	0.0126951232977013	1.0	39.549800062749455	213.0	14.021025536905757	3.0	42.95843925706989
EarDia	PZA02792.25	5	21771015	2.181400826832896	0.11530801344357373	0.01888847397317265	2.0	30.332503383116546	221.0	13.905057250370309	4.0	34.68243152920661
EarDia	PZA02792.18	5	21771204	1.3418018364390787	0.24798386376485612	0.005961304362449019	1.0	19.505074838291875	218.0	14.536479462612107	3.0	34.331655294728684
EarDia	PZA02792.16	5	21771297	1.6918024702040797	0.1865745540725774	0.014847523663621973	2.0	24.455043467853557	220.0	14.455022911098823	4.0	28.513207544061174
EarDia	PZA02792.9	5	21771433	1.7099882476268125	0.1832203458796583	0.01465094315574188	2.0	24.431769475079818	224.0	14.28768268377702	4.0	33.6848781655392
EarDia	PZA03298.1	5	21811793	1.572793202395287	0.21108608277843496	0.0066972623705724215	1.0	22.801348121728097	228.0	14.497359275842978	3.0	33.059829016636286
EarDia	PZA03298.3	5	21811854	0.014788299529614779	0.903323730384963	6.737505527905729E-5	1.0	0.2244122641532158	215.0	15.174987746482405	3.0	22.723058281064823
EarDia	PZB01983.1	5	23437641	0.8305978710461326	0.36312516299788755	0.003751215127639004	1.0	11.476065692649627	214.0	13.816632684352534	3.0	34.17782507866241
EarDia	PZA00329.3	5	24480823	0.0015867533369104936	0.9984145170933372	1.5031195907966548E-5	2.0	0.023267912165010785	206.0	14.663849524535955	4.0	18.799139028662466
EarDia	PZA00934.2	5	30064518	0.9429454493416795	0.39099243868015177	0.008007285891939317	2.0	13.642115137409064	228.0	14.46755498627556	4.0	27.205745179346422
EarDia	PZA02113.1	5	30239292	0.5980726403227602	0.5507383206890473	0.005138800385160041	2.0	8.65247059671833	226.0	14.46725700752483	4.0	24.47648216933942
EarDia	PZB00869.4	5	32366193	0.6702091951579833	0.5126621540672618	0.005973492265622663	2.0	9.883690604442563	216.0	14.747172488602992	4.0	30.948525715794744
EarDia	PZB00869.1	5	32366223	0.19421298010381527	0.659871785230951	8.74832764264256E-4	1.0	2.9487808139865592	217.0	15.183232410162843	3.0	25.30600310986104
EarDia	PZB00869.2	5	32366232	0.22023762437428643	0.8024971273380286	0.0018668847990723333	2.0	3.213710905062726	230.0	14.59201584739732	4.0	21.67392952423836
EarDia	PZA01563.1	5	32599139	0.5314823862653671	0.5884658347606836	0.0045563690147684705	2.0	7.686428579014773	226.0	14.4622451799879	4.0	26.364936678835875
EarDia	PZA00499.10	5	34586816	0.44496236143526796	0.5054174871979749	0.0019220550205144718	1.0	6.494015398666761	226.0	14.594527451085307	3.0	26.77339989331055
EarDia	PZA00499.3	5	34586850	0.3895278778893574	0.6778245557945508	0.0033078974699856847	2.0	5.578850968456209	229.0	14.32208395117959	4.0	23.323071041557114
EarDia	PZA00449.2	5	37511797	1.7088324494681186	0.1833879320839753	0.01443845261404486	2.0	24.67990134369734	228.0	14.442551902252946	4.0	31.433347588308948
EarDia	PZA03261.1	5	41024015	1.6034410067320541	0.20344380040302112	0.013430630207093251	2.0	23.119885479729646	230.0	14.418918677182825	4.0	31.62701681157182
EarDia	PZA03217.1	5	41024709	1.363949875923385	0.2577178284551013	0.01150192376662948	2.0	19.762188191428095	229.0	14.488940202475714	4.0	29.59003625124967
EarDia	PZA03217.2	5	41024758	1.3686554381151945	0.25653126193137915	0.011578088813959112	2.0	19.89846081722294	228.0	14.53869269289979	4.0	30.609950034310486
EarDia	PZA00629.21	5	42492559	0.06956814917003348	0.9328185740661612	6.632384475850936E-4	2.0	0.98673631683846	205.0	14.183736790621664	4.0	16.960989670238973
EarDia	PZA02207.1	5	49203492	0.10670578692351389	0.8988367701512341	9.47667899748371E-4	2.0	1.501702421164964	219.0	14.073298782205466	4.0	21.801594727769157
EarDia	PZA00401.11	5	55324334	3.2560548367691866	0.04047596335266084	0.029053591494652333	2.0	45.42966446026776	212.0	13.952364667588107	4.0	42.34995003025699
EarDia	PZA00805.1	5	57507670	2.2206214632348016	0.11096901444834267	0.019276584899969456	2.0	30.913072875521493	220.0	13.92091060422793	4.0	36.179520816531635
EarDia	PHM2769.43	5	57831576	3.97623502602925	0.020113465998516142	0.03396012274398843	2.0	55.75047112575771	221.0	14.020919478049889	4.0	46.16677869173702
EarDia	PZA00522.2	5	57933325	0.3620903523762189	0.6966373801696144	0.003230267254042128	2.0	5.22902166683275	218.0	14.441206821770539	4.0	22.333337680303316
EarDia	PZA00522.7	5	57933514	0.3248661685656616	0.7229550936297238	0.0027512895549109562	2.0	4.736151502222356	230.0	14.578777233508973	4.0	22.435149822818175
EarDia	PZA00522.12	5	57933548	1.1013879599775684	0.3341868262525451	0.009445202263021046	2.0	15.797440132997963	226.0	14.343211208990974	4.0	25.876530737978214
EarDia	PZA00222.7	5	58576757	0.19527845300146743	0.8227448374919588	0.0016893394201249376	2.0	2.7861075302532754	225.0	14.267357649706183	4.0	22.07562265592958
EarDia	PZA00222.5	5	58576811	0.7965499679025315	0.45224579115944363	0.007350910912355603	2.0	12.10415328391423	209.0	15.195723773345673	4.0	29.333185078241627
EarDia	PZB01004.1	5	58616136	0.0012687031481286148	0.971617710377866	5.48620934583929E-6	1.0	0.01862738336194525	226.0	14.682223646580642	3.0	25.709267879990875
EarDia	PHM1870.20	5	59299993	0.0017680477784358954	0.966497430180345	7.605719914967883E-6	1.0	0.025591871465621807	226.0	14.474649258778332	3.0	31.18278156755817
EarDia	PZA03451.7	5	59300236	0.1457230405867109	0.7030105250919011	6.206440621772038E-4	1.0	2.1312219303599704	229.0	14.62515414020482	3.0	28.242423886684417
EarDia	PZA03451.5	5	59300361	0.00231840157789008	0.961639021725686	9.911334713263464E-6	1.0	0.033332337616684526	228.0	14.377292499524378	3.0	28.343223991459126
EarDia	PZA03451.6	5	59300415	0.010071154719970783	0.920155036236664	4.523806985492487E-5	1.0	0.15058940728204107	217.0	14.952546303695145	3.0	28.039265555228365
EarDia	PZB01271.1	5	60104545	0.6663354771789042	0.4151841777709585	0.0028423455140869996	1.0	9.717651500963257	228.0	14.58372221467981	3.0	31.265334549503375
EarDia	PZA03426.1	5	60371555	1.475596274141093	0.22583541635125814	0.006820668363381779	1.0	22.07843294634722	209.0	14.96238051915556	3.0	36.61737617787412
EarDia	PZB01115.4	5	60964265	0.27912897337046033	0.5978253019298694	0.0012827360317692665	1.0	4.190409209059908	212.0	15.012448039560521	3.0	28.045132955509718
EarDia	PZB01115.3	5	60964334	0.5944732191952075	0.4414824602872156	0.0025070262175722184	1.0	8.631338686450817	231.0	14.519306181926659	3.0	29.633211657759603
EarDia	PZA00710.11	5	61491984	1.4224465098062486	0.24333213173352253	0.012500732058517454	2.0	20.86129906603037	220.0	14.665788078647601	4.0	27.78475176411814
EarDia	PZA00710.1	5	61492543	0.3463324129300033	0.5567949009284806	0.0015263883961888214	1.0	5.068752298953768	222.0	14.635512327799956	3.0	23.88832470445171
EarDia	PZA00472.2	5	62415995	2.691085692253645	0.10229593847221878	0.011455755326838023	1.0	38.82266504609879	227.0	14.426394951989367	3.0	38.04355898083819
EarDia	PZB01336.6	5	62622237	0.06705624731870781	0.7959037188990788	2.846243010629241E-4	1.0	0.9798106701509823	230.0	14.611773090941044	3.0	27.254124478331203
EarDia	PZB01336.3	5	62622538	0.03453700887564218	0.8527336823219457	1.470333856751906E-4	1.0	0.5060401182158785	229.0	14.652111884905356	3.0	28.77817102006914
EarDia	PZA01050.1	5	63415425	0.16262172085513643	0.8500115591507227	0.0013971524162566097	2.0	2.354911550447241	227.0	14.480916436402726	4.0	20.96198351190276
EarDia	PZB00232.1	5	63417714	1.3201678758731163	0.26911534338742665	0.011137981596669986	2.0	19.046888497206282	229.0	14.42762609612	4.0	29.06060246210211
EarDia	PZB00232.2	5	63418190	0.745607645285254	0.4755891384392563	0.006291592782088924	2.0	10.830534558993804	230.0	14.525782598232702	4.0	25.4823413512039
EarDia	PZB02023.1	5	63418474	0.13169550313874828	0.7170196930557918	5.686189310261829E-4	1.0	1.9420312536426536	226.0	14.746374837086272	3.0	27.555600946420782
EarDia	PZA03042.1	5	64413079	0.22834581928172187	0.796046335561186	0.0021340220648983564	2.0	3.383467284337712	210.0	14.817294640999563	4.0	14.836244256789882
EarDia	PZA03042.5	5	64413280	0.23012166059746028	0.7946220476006843	0.00197921497690653	2.0	3.360377421078738	227.0	14.602612428374872	4.0	20.218476901134068
EarDia	PHM4165.14	5	65741535	1.6922060053312469	0.18642706323726618	0.01433096463185413	2.0	24.2786185772743	227.0	14.347318530241118	4.0	32.85821348842285
EarDia	PZA00626.4	5	66131678	0.18681178041926064	0.6659919912386868	8.008011573645032E-4	1.0	2.7192540066439506	228.0	14.55611632489741	3.0	25.62413558967425
EarDia	PZA00626.3	5	66131744	0.2940055342752644	0.5882113630137231	0.0013012660513235024	1.0	4.38359136855388	221.0	14.909894058149657	3.0	24.542010917163225
EarDia	PZA03356.1	5	66971925	0.8173850953681249	0.3670122184785184	0.0038876248286109204	1.0	12.03751199727094	204.0	14.726855267466822	3.0	30.69606964667734
EarDia	PZA03399.2	5	67946242	1.780664215504947	0.18339893858800893	0.007572516710964168	1.0	25.9013893852989	228.0	14.54591447380436	3.0	34.65938196897165
EarDia	PZA03399.1	5	67946563	0.14016658442184013	0.7084603985443776	5.947565519310506E-4	1.0	2.047431696970307	230.0	14.607131260389657	3.0	27.609998153937642
EarDia	PZB01112.1	5	68419652	2.1744754111383613	0.11600924747058489	0.01820446450374424	2.0	31.325964598651353	229.0	14.406216983733042	4.0	35.6364444056195
EarDia	PZB01112.2	5	68419832	1.7987600522683658	0.18124542594863582	0.007935885395674358	1.0	25.7944087695696	220.0	14.340105417084947	3.0	31.84242372293147
EarDia	PZB01112.3	5	68420111	0.008970833375916068	0.9246240768136221	3.8008569471861905E-5	1.0	0.12764232040126444	230.0	14.228591152294152	3.0	28.558379753246907
EarDia	PZA03201.2	5	68603801	0.19784345439152803	0.8206441083254252	0.001749868372913627	2.0	2.895514373239621	220.0	14.635381201490038	4.0	22.406084523554455
EarDia	PZA01349.2	5	69319346	0.16691075530800012	0.8463836768826821	0.0014977405689058367	2.0	2.39042588460552	217.0	14.321580896296776	4.0	21.064897979273496
EarDia	PZA03677.3	5	71093439	0.1993500367099665	0.655666075688672	8.456670209055925E-4	1.0	2.911183505356803	230.0	14.603375817744498	3.0	27.89791542339981
EarDia	PZA03677.1	5	71093631	1.2103438082717353	0.30021585126684275	0.011332982910440286	2.0	18.121043196732217	205.0	14.97181468016718	4.0	32.177005465500315
EarDia	PZA03677.2	5	71093680	2.853886887553356	0.09251429096499263	0.012045108122531466	1.0	41.34234049629367	229.0	14.486327638491852	3.0	38.30799588193395
EarDia	PHM5798.39	5	71095193	3.792981683957606	0.052723101197947306	0.016307815131329208	1.0	54.11378066616362	223.0	14.266818343741955	3.0	45.59079611779953
EarDia	PZA01303.1	5	72408251	0.5645641332430522	0.5694007532258938	0.004817534310808749	2.0	8.174768946542827	228.0	14.47978797304058	4.0	23.09118520243271
EarDia	PZA00261.6	5	75234294	0.9619883100986281	0.3836644114872977	0.00810231108247363	2.0	13.947558786109767	230.0	14.498678039736044	4.0	27.04085346476188
EarDia	PZA00261.5	5	75234342	0.8953445905951416	0.409936548048508	0.007830424833512177	2.0	12.772720294079818	222.0	14.265703314954644	4.0	23.836308946744907
EarDia	PZA03594.1	5	76513050	9.006970009638543	0.002987403173202122	0.03696630365680284	1.0	127.18430303164132	229.0	14.120653548922533	3.0	68.97242668639608
EarDia	PZA02818.10	5	77679469	1.1041041877924458	0.33329696640401696	0.009499332796638175	2.0	16.10188142824427	225.0	14.58366122171721	4.0	27.196023327226612
EarDia	PZA02818.6	5	77679565	0.9480900222159733	0.3890159986888705	0.008096696199594704	2.0	13.707140016857238	226.0	14.457635557454244	4.0	29.60859839434204
EarDia	PZB00147.1	5	80010733	1.3617161938308482	0.2444434805500004	0.005723699160236389	1.0	19.70589124480557	231.0	14.471364395959755	3.0	33.32472917721119
EarDia	PZA01779.1	5	81227637	0.10716871343678197	0.7437021193289174	4.7514098882879134E-4	1.0	1.5420477531365577	220.0	14.388973271067588	3.0	26.62629732701028
EarDia	PZB02425.3	5	83233487	0.24139740766126191	0.6236754475629962	0.0010417068718647578	1.0	3.549857021518619	226.0	14.705447982688838	3.0	28.09998946736505
EarDia	PZB02425.2	5	83233631	0.0784307962509631	0.7796870304319955	3.3288780455408413E-4	1.0	1.145956341911642	230.0	14.611050718455129	3.0	27.30950636891809
EarDia	PZA01693.1	5	83544273	0.5024969646030509	0.4791260441346087	0.002136483359624709	1.0	7.138201007017869	229.0	14.205460947722765	3.0	29.349261105658417
EarDia	PZA00570.11	5	87053064	1.0261147888506532	0.3602036308547827	0.009520002676219972	2.0	14.887490166694988	208.0	14.508601112133274	4.0	27.458518513149556
EarDia	PZA03049.23	5	88604674	0.05655862558164542	0.9450245120866143	4.896072156993149E-4	2.0	0.828932792486512	225.0	14.65616931037164	4.0	22.11884220071704
EarDia	PZA03049.15	5	88604788	0.17572114923480192	0.6754782084589405	7.668529965677976E-4	1.0	2.5736302945538228	224.0	14.646104386187968	3.0	25.12201191782545
EarDia	PZA03049.14	5	88604820	0.561032106903732	0.45469089933992335	0.0026590757190485727	1.0	8.01566767811073	208.0	14.28735999147754	3.0	14.228489549669575
EarDia	PZA03049.24	5	88604977	0.27707304327408633	0.7582668821472098	0.0024846492414611703	2.0	4.023105430027272	217.0	14.520017474408485	4.0	21.881279941127104
EarDia	PZA00643.13	5	91096945	0.5886695789999346	0.5559066389565637	0.005019844715429131	2.0	8.501156192073495	228.0	14.44130373870473	4.0	23.600584106498218
EarDia	PZA03284.3	5	91651999	2.3867709049827077	0.09422951904940052	0.020120372720311083	2.0	34.49426641578748	227.0	14.452273715829207	4.0	37.03096727155537
EarDia	PZB02059.1	5	92520604	1.6543807858143855	0.19967407112837002	0.007066076895461824	1.0	24.07117702436608	227.0	14.549961671923553	3.0	34.580547747059576
EarDia	PZB02059.3	5	92520689	1.339303806174366	0.248373081641169	0.005723770715849085	1.0	19.58059205492509	227.0	14.619977905428174	3.0	34.06343858698028
EarDia	PZA00547.8	5	92862112	1.0030035794896948	0.368432009682018	0.008771715289919125	2.0	14.270621861046266	222.0	14.227887270658426	4.0	23.797596949479498
EarDia	PZA00547.6	5	92862322	3.165056315486872	0.07659810394883575	0.01378225952800482	1.0	44.772927417068786	222.0	14.14601288387549	3.0	36.05878955912749
EarDia	PZA00249.2	5	100227859	0.7678985555246378	0.46522661194335035	0.006773729991507565	2.0	11.346683618949783	220.0	14.776279415186016	4.0	24.855260339753272
EarDia	PZB01632.2	5	123268218	0.003286474782923701	0.9543407560601147	1.5934272864282784E-5	1.0	0.04588379210963467	202.0	13.9614009357515	3.0	19.787706619393095
EarDia	PZA00031.5	5	123268237	0.4021943347494886	0.5266111181163498	0.0017669510957607386	1.0	5.950309118918085	222.0	14.794611969420961	3.0	27.717825137703887
EarDia	PZB01632.1	5	123268841	0.45503361261685	0.5006346374398385	0.0019335789365740874	1.0	6.650540271369209	229.0	14.615492321814774	3.0	30.849980283968154
EarDia	PZA00524.2	5	132594432	0.7148435054975184	0.49046666250296356	0.006617790682640028	2.0	9.436955143817613	208.0	13.201428104532699	4.0	26.524652882706278
EarDia	PZB00969.1	5	132772317	2.8041878437670973	0.09538952091757479	0.011888109843143618	1.0	40.786992467089476	228.0	14.54502862843059	3.0	38.21329994424544
EarDia	PZB02491.1	5	132786876	2.963961430605619	0.08650744816950051	0.01262813816431948	1.0	43.27936155663929	226.0	14.601863947938122	3.0	42.39836512548194
EarDia	PZA00067.8	5	145121054	0.39649402055629324	0.6731475568804268	0.0034504782958104134	2.0	5.690461937175542	223.0	14.351948937821684	4.0	24.46915700544173
EarDia	PZA00067.10	5	145121179	1.7712751551060728	0.17246927552613806	0.015086885631919593	2.0	25.496766822272548	226.0	14.39458276641704	4.0	31.70375725939732
EarDia	PZA00067.9	5	145121333	0.3961213101187323	0.673417435607213	0.0035972195803789194	2.0	5.8477650108925445	214.0	14.762561017330148	4.0	23.02034078646568
EarDia	PZB01017.1	5	158032440	0.6521426241978749	0.5219279261242573	0.005699037254154586	2.0	9.06621597764888	221.0	13.902198140782751	4.0	27.320004074095777
EarDia	PZB01017.2	5	158032493	0.9712160778253504	0.3254263208374696	0.004165526855792072	1.0	14.229817206605276	227.0	14.651546171339394	3.0	30.063212009109368
EarDia	PZB01017.4	5	158032589	0.4771513321809147	0.490450321892389	0.002122359206137255	1.0	6.983497394136975	218.0	14.63581242080477	3.0	33.27790841672777
EarDia	PZB01017.3	5	158032721	6.121791223904749	0.014081920852668576	0.025601813949463693	1.0	87.49785776817862	228.0	14.292852298933616	3.0	52.95752653972007
EarDia	PZB01017.5	5	158032820	6.944817251637398	0.008985594736497415	0.028995654305765655	1.0	99.40808444531376	227.0	14.313995724203695	3.0	59.70056642017365
EarDia	PZA01608.1	5	158599491	2.1553172255036928	0.11835192296691303	0.01904923079782361	2.0	29.645241724716016	216.0	13.75446796134058	4.0	35.380483121936095
EarDia	PZA00573.3	5	160173922	2.1792660193848334	0.1413175618789227	0.009570190329119673	1.0	30.112808861839312	219.0	13.817867389287152	3.0	40.136153838305894
EarDia	PZA01796.1	5	160321846	0.7432050916492393	0.4767773615168909	0.0065653826046737735	2.0	10.887894352056719	220.0	14.649918944844007	4.0	23.444088528672864
EarDia	PZA02965.13	5	163580663	4.489354427235793	0.012265740863669907	0.037948958626416736	2.0	63.36589508670954	222.0	14.11470092498923	4.0	51.51728624284556
EarDia	PZA00595.4	5	165095136	0.8105965182809749	0.368906569893239	0.0035147129193527846	1.0	11.631481645951226	225.0	14.349286462046505	3.0	26.926483740860174
EarDia	PZA02981.2	5	166468431	0.7078191859202377	0.4937876130152421	0.0059746764862445975	2.0	10.284985440776609	230.0	14.530526503608504	4.0	25.209566792095302
EarDia	ae1.7	5	167873309	0.4640030027263387	0.6293673267239059	0.004029507358295315	2.0	6.5626378876525	223.0	14.143524608876366	4.0	25.821111765903993
EarDia	PZB00619.1	5	167873609	7.694140307702241	0.006000954193780599	0.03208418191193017	1.0	109.23785650397622	227.0	14.19753892382536	3.0	60.62830620438717
EarDia	PZB01331.2	5	167874494	6.070214659157069	0.01448771642881751	0.025366510996042004	1.0	86.73530221337978	228.0	14.288671337600462	3.0	53.82227263195394
EarDia	ae1.8	5	167884630	3.0105950062741633	0.08420311110632138	0.013815861857835345	1.0	44.22531959698881	208.0	14.689893361552125	3.0	48.51872050300184
EarDia	ae1.1	5	167889542	1.2363822348298446	0.2923643109106445	0.010417984017732442	2.0	17.929624204960874	229.0	14.501683783436452	4.0	30.291739838234435
EarDia	PZA00674.3	5	168637658	0.19688404798989748	0.821426572434251	0.0017011367124361906	2.0	2.8911817731761857	226.0	14.684692857008597	4.0	20.09422523096589
EarDia	PZA00674.4	5	168637782	0.2584701304065101	0.7724684126990606	0.002311871325384547	2.0	3.783867493105845	218.0	14.639476860071799	4.0	20.5045008298938
EarDia	PZB02151.1	5	168867197	0.32007621038201495	0.5721256169904416	0.0013869674497161426	1.0	4.750799896975877	225.0	14.84271477503979	3.0	28.567935236444402
EarDia	PZB02151.2	5	168867279	0.012875711079558481	0.9097638800001301	5.9220955344753236E-5	1.0	0.19476292303215814	213.0	15.126381900675323	3.0	22.276919623716214
EarDia	PZA02641.2	5	168924730	0.022594986723172422	0.8806497471506185	9.812112784487912E-5	1.0	0.326157949023127	225.0	14.434969713376011	3.0	25.388550300259492
EarDia	PZA00470.1	5	169327292	0.06658791495651152	0.9356000375344593	6.084757723544181E-4	2.0	0.9758509400003277	214.0	14.655075784211814	4.0	17.834953681301727
EarDia	PZA00255.15	5	169719615	0.6509995762326148	0.4206038096309498	0.0028037945994717236	1.0	9.440666631786826	226.0	14.501801501040442	3.0	29.89878961136613
EarDia	PZA00255.14	5	169719641	0.00728220602433585	0.9320686332901864	3.094717647991059E-5	1.0	0.10530879806537996	230.0	14.461112156598771	3.0	25.60020691530129
EarDia	PZB00204.1	5	169853770	0.056692315644347825	0.8120181201060298	2.444111783483026E-4	1.0	0.8311028348398395	226.0	14.659885125413814	3.0	29.098287902397107
EarDia	PZB00204.2	5	169853895	1.8860821577758509	0.15427452454305263	0.017498678147540702	2.0	26.117993556668125	206.0	13.847749658725146	4.0	33.12565010000537
EarDia	PZA02040.2	5	171389177	1.8760534074261095	0.17215485631784458	0.008094441592820899	1.0	27.237317297283425	224.0	14.518412529978148	3.0	37.605486187402526
EarDia	PZA00300.11	5	171688991	0.9620931841665399	0.32772778124713264	0.0042104547902226475	1.0	14.129962651096776	222.0	14.686688237312008	3.0	31.82611636652473
EarDia	PZA03704.1	5	171869817	0.010353414021735263	0.9190451741069892	4.532821107306114E-5	1.0	0.15285523815600754	223.0	14.76375211453087	3.0	26.62367649159948
EarDia	PZA03094.9	5	173094268	0.27984249330770156	0.7561726822864915	0.0025078248460707743	2.0	3.90385143886715	219.0	13.950173873610607	4.0	14.562130227699868
EarDia	PZA03094.6	5	173094351	3.9536364146410756	0.047987463700899936	0.01691292312147481	1.0	55.543997446600315	224.0	14.048837986444635	3.0	45.72535183735408
EarDia	PZA03718.1	5	175459060	0.07530246612990871	0.7840213321586712	3.297447721002038E-4	1.0	1.1252292777885486	223.0	14.942794514157738	3.0	26.727248017581587
EarDia	PZA03717.1	5	175459765	0.45358869755060416	0.6359110974583756	0.003837156917999681	2.0	6.605395811214521	230.0	14.56252293516991	4.0	23.369771977314258
EarDia	PZA03714.3	5	175462855	1.7403190270698252	0.18843341019121687	0.0074631985905518105	1.0	25.496912849946057	226.0	14.650711997831342	3.0	35.09700353452172
EarDia	PZA03714.2	5	175462981	0.06872972550378578	0.7934310285988767	2.930864816119444E-4	1.0	1.008377798274978	229.0	14.671640121994002	3.0	26.913784941940623
EarDia	PZA03714.1	5	175463023	0.6128206670715718	0.542714328232935	0.005250533641387634	2.0	8.963400575835522	227.0	14.62646587731461	4.0	23.51849715877927
EarDia	PZD00056.3	5	176459414	0.10643408849006337	0.7445402350932043	4.557413697932688E-4	1.0	1.5673759300771053	228.0	14.726258779614904	3.0	27.197173048207787
EarDia	PZD00056.4	5	176459531	0.15260125819178963	0.6964615929216894	7.151498200235805E-4	1.0	2.309486371839739	208.0	15.134124051173753	3.0	27.15879628515525
EarDia	PZD00056.1	5	176459677	0.017075800736647988	0.896147100218599	7.249501895976735E-5	1.0	0.24956194128299103	230.0	14.614948085414385	3.0	27.010708235375205
EarDia	PZD00056.2	5	176459761	0.09244379859665139	0.7613691523213466	3.942845489801104E-4	1.0	1.3514951981824197	229.0	14.61964154111875	3.0	26.605810142455386
EarDia	PZB00213.4	5	176901695	2.075124860273138	0.12789509858284975	0.017376637063994765	2.0	29.860169526178197	229.0	14.38957727211068	4.0	35.40120133498681
EarDia	PZA02633.4	5	179953106	0.5628900845686318	0.45387848500704364	0.0024258659256153085	1.0	8.145645015110404	226.0	14.47111121410636	3.0	29.11957159328813
EarDia	PZA02408.2	5	180413515	0.22441372467947546	0.636152553868316	9.642573204224514E-4	1.0	3.2159432871235367	227.0	14.330421598397283	3.0	27.381600018365436
EarDia	PZA02209.2	5	180428220	3.253002487376765	0.07263038008396668	0.013946487823940628	1.0	46.453837588422175	225.0	14.280295747908495	3.0	39.265421416584104
